1,0,202,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
2,0.07,101,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
3,0.114,505,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
4,-0.383,303,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
5,0.256,404,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
6,1.499,202,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
7,1.552,101,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
8,1.617,505,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
9,3.086,303,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
10,2.771,404,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
11,5.09,202,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
12,4.143,101,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
13,4.218,505,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
14,4.715,303,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
15,5.38,404,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
16,6.701,202,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
17,6.767,101,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
18,7.846,505,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
19,7.321,303,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
20,9.056,404,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
21,9.525,202,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
22,9.577,101,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
23,9.663,505,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
24,10.133,303,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
25,11.96,404,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
26,12.417,202,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
27,12.481,101,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
28,12.523,505,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
29,14.038,303,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
30,13.631,404,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
31,15.874,202,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
32,15.937,101,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
33,15.987,505,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
34,15.527,303,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
35,16.538,404,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
36,19.108,202,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
37,18.201,101,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
38,18.267,505,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
39,18.694,303,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
40,19.356,404,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
41,21.87,202,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
42,21.935,101,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
43,22.037,505,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
44,21.635,303,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
45,22.304,404,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
46,23.603,202,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
47,23.701,101,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
48,23.702,505,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
49,24.179,303,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
50,25.831,404,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
51,26.258,202,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
52,26.311,101,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
53,26.405,505,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
54,27.161,303,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
55,28.904,404,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
56,29.397,202,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
57,29.467,101,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
58,29.543,505,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
59,31.008,303,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
60,30.634,404,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
61,32.905,202,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
62,32.959,101,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
63,33.032,505,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
64,32.485,303,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
65,33.135,404,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
66,34.404,202,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
67,34.474,101,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
68,34.543,505,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
69,35.994,303,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
70,35.645,404,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
71,37.87,202,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
72,37.935,101,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
73,38.016,505,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
74,37.472,303,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
75,39.102,404,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
76,39.317,202,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
77,39.371,101,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
78,39.444,505,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
79,40.914,303,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
80,40.563,404,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
81,41.783,202,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
82,42.831,101,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
83,42.904,505,ff02::1a,ICMPv6,66,RPL Control (DODAG Information Solicitation)
